channel_id,video_id,query,slant,conservative_landmark_follows,liberal_landmark_follows,cached,error,description
UCPisrz6-SLwVy2l9Mcy8kug,_rJrHBebHN0,_rJrHBebHN0,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,jf4Bqq9xlos,jf4Bqq9xlos,-0.5,7.0,21.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,prac45iTUaU,prac45iTUaU,1.0,4.0,0.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,r9e9RIxTIdg,r9e9RIxTIdg,-0.889763779527559,21.0,360.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,xnTEsMXSyIg,xnTEsMXSyIg,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,9NV8hx-Xn-s,9NV8hx-Xn-s,0.2,6.0,4.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,5z8qmhX9jCE,5z8qmhX9jCE,-0.8787878787878788,2.0,31.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,uhrOd5LzpdA,uhrOd5LzpdA,1.0,2.0,0.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,V8hU2bBob3g,V8hU2bBob3g,-0.35135135135135137,12.0,25.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,qFCAXW7ta1Q,qFCAXW7ta1Q,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,sc03AjqfxGk,sc03AjqfxGk,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,Sp0zLkIG7so,Sp0zLkIG7so,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,eacfJgAqouI,eacfJgAqouI,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,DcIFbQIxIUs,DcIFbQIxIUs,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,QgrkAyWA7yM,QgrkAyWA7yM,0.7829457364341085,115.0,14.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,ZpiS6nUwPrI,ZpiS6nUwPrI,-0.41935483870967744,18.0,44.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,A0kw_SHRlKA,A0kw_SHRlKA,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,hZZWenSLu-c,hZZWenSLu-c,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,zANXTBQPvJo,zANXTBQPvJo,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,osBIO8KmmHI,osBIO8KmmHI,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,cZzG0H3aW4Y,cZzG0H3aW4Y,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,N5lPegWBQjM,N5lPegWBQjM,0.7,51.0,9.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,iTLqgWGUqzo,iTLqgWGUqzo,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,1z8sj9A-Gb8,1z8sj9A-Gb8,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,1JcSottLdhk,1JcSottLdhk,-0.8333333333333334,1.0,11.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,u3BgEKwODHA,u3BgEKwODHA,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,t9HTNMN9irk,t9HTNMN9irk,-0.7818181818181819,12.0,98.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,MHzSrDxv-iQ,MHzSrDxv-iQ,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,8GimUx8-qyA,8GimUx8-qyA,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,Z5N3hV6_TTM,Z5N3hV6_TTM,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,2RAnMXmf_V0,2RAnMXmf_V0,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,R5e13Ybwrw4,R5e13Ybwrw4,0.15151515151515152,19.0,14.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,ixyWboCK_78,ixyWboCK_78,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,qVFOCGpyljI,qVFOCGpyljI,0.3142857142857143,23.0,12.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,1Wdnvrh7kVk,1Wdnvrh7kVk,-0.037037037037037035,26.0,28.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,L86N6Yua6so,L86N6Yua6so,0.3333333333333333,2.0,1.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,Ik2KnfqHT-A,Ik2KnfqHT-A,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,3Hz7Na-o4u8,3Hz7Na-o4u8,-0.8125,3.0,29.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,xLIvYl-rSaM,xLIvYl-rSaM,,,,,True,Tweets found but could not map landmarks!
UCPisrz6-SLwVy2l9Mcy8kug,aAjSEhMFR2I,aAjSEhMFR2I,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,laHbF70jUMA,laHbF70jUMA,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,kYtVHBAYoFI,kYtVHBAYoFI,-0.5483870967741935,7.0,24.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,9ibKMdRlX9s,9ibKMdRlX9s,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,cHq_7BwXtnE,cHq_7BwXtnE,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,RuKxeaOwKlk,RuKxeaOwKlk,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,PDpulb_xvuA,PDpulb_xvuA,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,GaPptw9y3f0,GaPptw9y3f0,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,9bs_-__i9yo,9bs_-__i9yo,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,c8wdGjViZVw,c8wdGjViZVw,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,vSvez4uMV9M,vSvez4uMV9M,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,Vni537widvA,Vni537widvA,0.3333333333333333,14.0,7.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,c09jtcjRih0,c09jtcjRih0,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,qovf7o-_OOQ,qovf7o-_OOQ,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,PPTTbyrJSdc,PPTTbyrJSdc,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,AkQ-5nja9HY,AkQ-5nja9HY,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,QdHcZP02_RQ,QdHcZP02_RQ,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,3vr-lzmW0ZU,3vr-lzmW0ZU,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,sbSdRbjSgxs,sbSdRbjSgxs,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,eeyjHAvwZH4,eeyjHAvwZH4,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,a48QcSRKg8A,a48QcSRKg8A,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,saY6FXN3MYo,saY6FXN3MYo,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,fTDhETyozIc,fTDhETyozIc,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,SL0gLOdb2TA,SL0gLOdb2TA,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,iIhRN0YYENc,iIhRN0YYENc,0.05263,30.0,27.0,True,,
UCPisrz6-SLwVy2l9Mcy8kug,n3GIOhv-3gg,n3GIOhv-3gg,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,wJ9Qpeg0w7g,wJ9Qpeg0w7g,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,ckmSmPL1DFw,ckmSmPL1DFw,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,mjrhq-lZA9E,mjrhq-lZA9E,-0.7142857142857143,9.0,54.0,,,
UCPisrz6-SLwVy2l9Mcy8kug,Rq2sWgu3a0Q,Rq2sWgu3a0Q,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,8tspE3kyWuc,8tspE3kyWuc,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,uylfFprGGTY,uylfFprGGTY,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,A2cpgtjLT_k,A2cpgtjLT_k,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,Bft9jFHg-lI,Bft9jFHg-lI,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,PJA-VXiPRxc,PJA-VXiPRxc,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,tsSeikOKHIg,tsSeikOKHIg,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,K5fpDGHU5PQ,K5fpDGHU5PQ,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,ubxAqdzM48I,ubxAqdzM48I,,,,,True,Tweets not found!
UCPisrz6-SLwVy2l9Mcy8kug,C7YMBA7lg-c,C7YMBA7lg-c,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,r_NKXLBnGKs,r_NKXLBnGKs,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,Dv9ype5pXus,Dv9ype5pXus,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,sgXMVAS_HhU,sgXMVAS_HhU,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,vGmCnByW_xw,vGmCnByW_xw,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,usKcGqFyu7g,usKcGqFyu7g,-0.6595744680851063,8.0,39.0,,,
UCmw-aERG51C96edMDPN7fXQ,MH_aeyQXw_E,MH_aeyQXw_E,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,-IM1jY_qt50,-IM1jY_qt50,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,4Si1sXDdRvc,4Si1sXDdRvc,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,p9GfVT45zeQ,p9GfVT45zeQ,0.3333333333333333,2.0,1.0,,,
UCmw-aERG51C96edMDPN7fXQ,6hbzch6Qdxg,6hbzch6Qdxg,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,o0mgADtt-JI,o0mgADtt-JI,,,,,True,Tweets found but could not map landmarks!
UCmw-aERG51C96edMDPN7fXQ,zIfbUab4ZGs,zIfbUab4ZGs,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,Y-Li2kGzPGc,Y-Li2kGzPGc,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,o2a4gJy4iqc,o2a4gJy4iqc,-1.0,0.0,11.0,,,
UCmw-aERG51C96edMDPN7fXQ,9xOSmik7DGc,9xOSmik7DGc,0.6,4.0,1.0,,,
UCmw-aERG51C96edMDPN7fXQ,VMRRdAJlDDs,VMRRdAJlDDs,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,vBaIsq8Wu4c,vBaIsq8Wu4c,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,5YXGfaoJnoQ,5YXGfaoJnoQ,-1.0,0.0,5.0,,,
UCmw-aERG51C96edMDPN7fXQ,pmPzurfUHDQ,pmPzurfUHDQ,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,QGALcAZGLkc,QGALcAZGLkc,-1.0,0.0,2.0,,,
UCmw-aERG51C96edMDPN7fXQ,fcFraVCtTcg,fcFraVCtTcg,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,b_Q9sC2juO0,b_Q9sC2juO0,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,d3DYapdM-uw,d3DYapdM-uw,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,hWMycIxstOE,hWMycIxstOE,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,wEdaUimFtmw,wEdaUimFtmw,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,zFsOiN0SvpI,zFsOiN0SvpI,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,UNQfr7W5910,UNQfr7W5910,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,9N5-THvL_W4,9N5-THvL_W4,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,-z8a2WAuYdo,-z8a2WAuYdo,-1.0,0.0,1.0,,,
UCmw-aERG51C96edMDPN7fXQ,P7-_3o4Uuvg,P7-_3o4Uuvg,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,Wd-BoqDjKgk,Wd-BoqDjKgk,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,G4QCMC3NPRg,G4QCMC3NPRg,,,,,True,Tweets found but could not map landmarks!
UCmw-aERG51C96edMDPN7fXQ,2u_Sr-JP4Ec,2u_Sr-JP4Ec,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,NxqyvHiSKgs,NxqyvHiSKgs,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,SX7roLGV6TQ,SX7roLGV6TQ,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,2DWjOKOsR6Y,2DWjOKOsR6Y,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,ZuWf_RmKOkw,ZuWf_RmKOkw,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,h6FkukpOZQs,h6FkukpOZQs,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,EGJSMLNCK38,EGJSMLNCK38,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,Wf6GvFANvsE,Wf6GvFANvsE,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,keVcXbKSLXg,keVcXbKSLXg,-0.6666666666666666,2.0,10.0,,,
UCmw-aERG51C96edMDPN7fXQ,IM3j8MFcDxM,IM3j8MFcDxM,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,qpgRSYlVOfs,qpgRSYlVOfs,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,5fAAkOJZPnI,5fAAkOJZPnI,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,uK27tgr-cs4,uK27tgr-cs4,,,,,True,Tweets found but could not map landmarks!
UCmw-aERG51C96edMDPN7fXQ,d9VSgxPYQMg,d9VSgxPYQMg,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,3_V62iLNLGA,3_V62iLNLGA,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,bZoLWlh3Kps,bZoLWlh3Kps,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,dEO09uhjeow,dEO09uhjeow,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,cnHvo7ONjMw,cnHvo7ONjMw,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,pWO6-4POdrA,pWO6-4POdrA,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,rJRh8l4cRbM,rJRh8l4cRbM,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,_clsyxZ_-SQ,_clsyxZ_-SQ,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,dhu8g89KM0w,dhu8g89KM0w,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,XblvlW95Tc4,XblvlW95Tc4,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,yuo-Vm1K8OY,yuo-Vm1K8OY,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,AZosHTz_XbE,AZosHTz_XbE,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,yXkoiRAeO_Q,yXkoiRAeO_Q,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,xAqLYYysd_8,xAqLYYysd_8,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,zOi2b0qjISo,zOi2b0qjISo,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,AvC6CUUKDYk,AvC6CUUKDYk,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,2V4VEpFCXhI,2V4VEpFCXhI,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,cGwQszRCAhs,cGwQszRCAhs,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,NctN_bo11fY,NctN_bo11fY,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,RrLg400rBuI,RrLg400rBuI,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,XMhrVneNbH0,XMhrVneNbH0,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,gqJzQYwajTA,gqJzQYwajTA,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,1_K11mjMNwc,1_K11mjMNwc,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,RKxRfzDsoqU,RKxRfzDsoqU,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,OMkv7jP0KT0,OMkv7jP0KT0,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,RMyDMIr7Blk,RMyDMIr7Blk,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,L26ahAudz4o,L26ahAudz4o,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,W4I8SKHaemU,W4I8SKHaemU,0.6,8.0,2.0,,,
UCmw-aERG51C96edMDPN7fXQ,ZB84eirsGqQ,ZB84eirsGqQ,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,nBuqAhn-r74,nBuqAhn-r74,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,oDS8VH51M38,oDS8VH51M38,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,xUe8DhPUjBk,xUe8DhPUjBk,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,eoFUUDCBQ6o,eoFUUDCBQ6o,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,jqitylmLCs8,jqitylmLCs8,-0.42857142857142855,2.0,5.0,,,
UCmw-aERG51C96edMDPN7fXQ,ESB_jIbWSYI,ESB_jIbWSYI,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,7KycYir2j-I,7KycYir2j-I,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,acxL3A1h7kc,acxL3A1h7kc,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,rA52Ttc2dIY,rA52Ttc2dIY,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,a9UedQDTwaU,a9UedQDTwaU,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,doZhYIaeveM,doZhYIaeveM,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,2FXojl_NtAM,2FXojl_NtAM,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,4Aqw4dMmtgE,4Aqw4dMmtgE,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,9dLytkD1-p0,9dLytkD1-p0,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,ardQNryYQc4,ardQNryYQc4,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,8qMfDAK5EiQ,8qMfDAK5EiQ,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,MVhFAP5Lits,MVhFAP5Lits,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,z8eugR8ozDQ,z8eugR8ozDQ,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,3Rxo8rseQkc,3Rxo8rseQkc,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,b-r1A5bgMro,b-r1A5bgMro,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,SXBmiZkGYR0,SXBmiZkGYR0,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,aG7DkreItp0,aG7DkreItp0,-0.9047619047619048,1.0,20.0,,,
UCmw-aERG51C96edMDPN7fXQ,6D_D_TOc0nQ,6D_D_TOc0nQ,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,QiYLMedaiW4,QiYLMedaiW4,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,wJakdFocad4,wJakdFocad4,,,,,True,Tweets not found!
UCmw-aERG51C96edMDPN7fXQ,VsqD8wwUDDI,VsqD8wwUDDI,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,g_nf2ggMJw8,g_nf2ggMJw8,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,VAnjEqCQtRY,VAnjEqCQtRY,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,6xH2wjd-5o4,6xH2wjd-5o4,0.8461538461538461,12.0,1.0,,,
UCRym1qsO72C39gX6pBu4icg,rIIGL3lQ4wM,rIIGL3lQ4wM,-0.36619718309859156,45.0,97.0,,,
UCRym1qsO72C39gX6pBu4icg,Dx5x8sJ8t9E,Dx5x8sJ8t9E,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,b9GxRHzpoGU,b9GxRHzpoGU,,,,,True,Tweets found but could not map landmarks!
UCRym1qsO72C39gX6pBu4icg,1O1E-k3wr5I,1O1E-k3wr5I,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,EyZI9e6Vbdk,EyZI9e6Vbdk,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,AKF19c817KY,AKF19c817KY,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,ZRO11eArSps,ZRO11eArSps,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,Bgjp68lCos4,Bgjp68lCos4,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,-kdkjWImvsQ,-kdkjWImvsQ,,,,,True,Tweets found but could not map landmarks!
UCRym1qsO72C39gX6pBu4icg,829QvBXkEgw,829QvBXkEgw,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,sZxq4vCi0UY,sZxq4vCi0UY,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,L6ALH-g-Pks,L6ALH-g-Pks,,,,,True,Tweets found but could not map landmarks!
UCRym1qsO72C39gX6pBu4icg,D6hS7mUoj9s,D6hS7mUoj9s,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,TPqUXqs_gtw,TPqUXqs_gtw,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,TjPYNTkZU0Q,TjPYNTkZU0Q,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,IXm6BnvtwDA,IXm6BnvtwDA,-0.47692307692307695,17.0,48.0,,,
UCRym1qsO72C39gX6pBu4icg,mVWTDVfDI9M,mVWTDVfDI9M,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,lpNSSBTAn28,lpNSSBTAn28,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,vRyc5bcWP90,vRyc5bcWP90,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,RLCvltajjUc,RLCvltajjUc,-0.7251908396946565,36.0,226.0,,,
UCRym1qsO72C39gX6pBu4icg,daBXC5wWw1s,daBXC5wWw1s,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,Rd2N-DWYhyM,Rd2N-DWYhyM,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,yXO0GV2IvSg,yXO0GV2IvSg,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,18JEFEJivFE,18JEFEJivFE,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,xyVemD8zRRE,xyVemD8zRRE,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,VGdptgvlGSw,VGdptgvlGSw,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,zOMz0AD034g,zOMz0AD034g,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,8c0DP1LDegY,8c0DP1LDegY,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,1vEbl5sGHXo,1vEbl5sGHXo,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,JPBSFgddBSA,JPBSFgddBSA,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,URcPKApC8OI,URcPKApC8OI,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,f7GkPDEhl1o,f7GkPDEhl1o,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,98y8fbGj5ok,98y8fbGj5ok,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,GVcM0NDtNAE,GVcM0NDtNAE,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,u77vfAnYCMM,u77vfAnYCMM,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,n3jsVTjOOxs,n3jsVTjOOxs,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,j0lLXdpJBw0,j0lLXdpJBw0,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,UKo0T8xQm7E,UKo0T8xQm7E,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,uajYsz_6TY4,uajYsz_6TY4,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,LSZC8BanFZA,LSZC8BanFZA,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,uUf1jSWnAs4,uUf1jSWnAs4,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,ws9uikp4qzw,ws9uikp4qzw,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,TtLB_0pJsSY,TtLB_0pJsSY,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,9kVOaeeUdaA,9kVOaeeUdaA,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,i3SpJq_wqUA,i3SpJq_wqUA,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,QRgStq_bqxg,QRgStq_bqxg,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,__FhgyhbFkY,__FhgyhbFkY,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,ggsLByyd3kY,ggsLByyd3kY,,,,,True,Tweets not found!
UCRym1qsO72C39gX6pBu4icg,GZort0b4VOM,GZort0b4VOM,,,,,True,Tweets not found!
